"controlNumber","invTime","rho_x","rho_y","rho_xy","omega","tau","post_Inv_Length","timeLength","Sd_gap_1","Sd_gap_n"
30,40,0.1,0.9,0.1,0,0,1,41,0.3629,0.3629
10,10,0.5,0.9,0.1,0,0,1,11,0.4062,0.4062
30,10,0.5,0.9,0.1,0,0,1,11,0.3712,0.3712
10,40,0.5,0.9,0.1,0,0,1,41,0.4624,0.4624
30,40,0.5,0.9,0.1,0,0,1,41,0.3687,0.3687
10,10,0.1,0.9,0.5,0,0,1,11,0.4083,0.4083
30,10,0.1,0.9,0.5,0,0,1,11,0.3398,0.3398
10,40,0.1,0.9,0.5,0,0,1,41,0.3961,0.3961
30,40,0.1,0.9,0.5,0,0,1,41,0.3742,0.3742
10,10,0.5,0.9,0.5,0,0,1,11,0.394,0.394
30,10,0.5,0.9,0.5,0,0,1,11,0.3288,0.3288
10,40,0.5,0.9,0.5,0,0,1,41,0.3891,0.3891
30,40,0.5,0.9,0.5,0,0,1,41,0.3405,0.3405
10,10,0.1,0.9,0.1,0.5,0,1,11,0.6021,0.6021
30,10,0.1,0.9,0.1,0.5,0,1,11,0.4724,0.4724
10,40,0.1,0.9,0.1,0.5,0,1,41,0.5679,0.5679
30,40,0.1,0.9,0.1,0.5,0,1,41,0.6301,0.6301
10,10,0.5,0.9,0.1,0.5,0,1,11,0.4554,0.4554
30,10,0.5,0.9,0.1,0.5,0,1,11,0.4744,0.4744
10,40,0.5,0.9,0.1,0.5,0,1,41,0.542,0.542
30,40,0.5,0.9,0.1,0.5,0,1,41,0.4391,0.4391
10,10,0.1,0.9,0.5,0.5,0,1,11,0.5445,0.5445
30,10,0.1,0.9,0.5,0.5,0,1,11,0.431,0.431
10,40,0.1,0.9,0.5,0.5,0,1,41,0.5174,0.5174
30,40,0.1,0.9,0.5,0.5,0,1,41,0.4578,0.4578
10,10,0.5,0.9,0.5,0.5,0,1,11,0.4309,0.4309
30,10,0.5,0.9,0.5,0.5,0,1,11,0.4008,0.4008
10,40,0.5,0.9,0.5,0.5,0,1,41,0.3923,0.3923
30,40,0.5,0.9,0.5,0.5,0,1,41,0.395,0.395
10,10,0.1,0.9,0.1,0,0.5,1,11,0.3982,0.3982
30,10,0.1,0.9,0.1,0,0.5,1,11,0.33,0.33
10,40,0.1,0.9,0.1,0,0.5,1,41,0.4147,0.4147
30,40,0.1,0.9,0.1,0,0.5,1,41,0.3349,0.3349
10,10,0.5,0.9,0.1,0,0.5,1,11,0.3767,0.3767
30,10,0.5,0.9,0.1,0,0.5,1,11,0.348,0.348
10,40,0.5,0.9,0.1,0,0.5,1,41,0.3738,0.3738
30,40,0.5,0.9,0.1,0,0.5,1,41,0.3349,0.3349
10,10,0.1,0.9,0.5,0,0.5,1,11,0.4131,0.4131
30,10,0.1,0.9,0.5,0,0.5,1,11,0.3604,0.3604
10,40,0.1,0.9,0.5,0,0.5,1,41,0.3808,0.3808
30,40,0.1,0.9,0.5,0,0.5,1,41,0.3591,0.3591
10,10,0.5,0.9,0.5,0,0.5,1,11,0.339,0.339
30,10,0.5,0.9,0.5,0,0.5,1,11,0.3206,0.3206
10,40,0.5,0.9,0.5,0,0.5,1,41,0.3709,0.3709
30,40,0.5,0.9,0.5,0,0.5,1,41,0.3288,0.3288
10,10,0.1,0.9,0.1,0.5,0.5,1,11,0.5214,0.5214
30,10,0.1,0.9,0.1,0.5,0.5,1,11,0.4954,0.4954
10,40,0.1,0.9,0.1,0.5,0.5,1,41,0.511,0.511
30,40,0.1,0.9,0.1,0.5,0.5,1,41,0.522,0.522
10,10,0.5,0.9,0.1,0.5,0.5,1,11,0.4524,0.4524
30,10,0.5,0.9,0.1,0.5,0.5,1,11,0.3771,0.3771
10,40,0.5,0.9,0.1,0.5,0.5,1,41,0.4502,0.4502
30,40,0.5,0.9,0.1,0.5,0.5,1,41,0.4016,0.4016
10,10,0.1,0.9,0.5,0.5,0.5,1,11,0.482,0.482
30,10,0.1,0.9,0.5,0.5,0.5,1,11,0.4132,0.4132
10,40,0.1,0.9,0.5,0.5,0.5,1,41,0.4704,0.4704
30,40,0.1,0.9,0.5,0.5,0.5,1,41,0.4025,0.4025
10,10,0.5,0.9,0.5,0.5,0.5,1,11,0.4509,0.4509
30,10,0.5,0.9,0.5,0.5,0.5,1,11,0.3661,0.3661
10,40,0.5,0.9,0.5,0.5,0.5,1,41,0.3753,0.3753
30,40,0.5,0.9,0.5,0.5,0.5,1,41,0.3967,0.3967
10,10,0.1,0.9,0.1,0,0,5,15,0.4838,0.2165
30,10,0.1,0.9,0.1,0,0,5,15,0.3783,0.1769
10,40,0.1,0.9,0.1,0,0,5,45,0.3821,0.17
30,40,0.1,0.9,0.1,0,0,5,45,0.3832,0.1723
10,10,0.5,0.9,0.1,0,0,5,15,0.4298,0.1958
30,10,0.5,0.9,0.1,0,0,5,15,0.3645,0.1498
10,40,0.5,0.9,0.1,0,0,5,45,0.3855,0.2002
30,40,0.5,0.9,0.1,0,0,5,45,0.3537,0.156
10,10,0.1,0.9,0.5,0,0,5,15,0.4099,0.1954
30,10,0.1,0.9,0.5,0,0,5,15,0.374,0.1714
10,40,0.1,0.9,0.5,0,0,5,45,0.3767,0.1898
30,40,0.1,0.9,0.5,0,0,5,45,0.3917,0.1622
10,10,0.5,0.9,0.5,0,0,5,15,0.4208,0.1912
30,10,0.5,0.9,0.5,0,0,5,15,0.3411,0.1579
10,40,0.5,0.9,0.5,0,0,5,45,0.4115,0.1738
30,40,0.5,0.9,0.5,0,0,5,45,0.3201,0.148
10,10,0.1,0.9,0.1,0.5,0,5,15,0.5333,0.2403
30,10,0.1,0.9,0.1,0.5,0,5,15,0.4895,0.2259
10,40,0.1,0.9,0.1,0.5,0,5,45,0.5576,0.2396
30,40,0.1,0.9,0.1,0.5,0,5,45,0.5016,0.2178
10,10,0.5,0.9,0.1,0.5,0,5,15,0.5368,0.204
30,10,0.5,0.9,0.1,0.5,0,5,15,0.4993,0.1976
10,40,0.5,0.9,0.1,0.5,0,5,45,0.4706,0.207
30,40,0.5,0.9,0.1,0.5,0,5,45,0.409,0.179
10,10,0.1,0.9,0.5,0.5,0,5,15,0.4908,0.2106
30,10,0.1,0.9,0.5,0.5,0,5,15,0.4966,0.2182
10,40,0.1,0.9,0.5,0.5,0,5,45,0.4912,0.2219
30,40,0.1,0.9,0.5,0.5,0,5,45,0.4437,0.2241
10,10,0.5,0.9,0.5,0.5,0,5,15,0.4627,0.2344
30,10,0.5,0.9,0.5,0.5,0,5,15,0.4328,0.1839
10,40,0.5,0.9,0.5,0.5,0,5,45,0.4769,0.2039
30,40,0.5,0.9,0.5,0.5,0,5,45,0.3979,0.1561
10,10,0.1,0.9,0.1,0,0.5,5,15,0.3832,0.188
30,10,0.1,0.9,0.1,0,0.5,5,15,0.3342,0.1565
10,40,0.1,0.9,0.1,0,0.5,5,45,0.4061,0.1811
30,40,0.1,0.9,0.1,0,0.5,5,45,0.3429,0.1508
10,10,0.5,0.9,0.1,0,0.5,5,15,0.3965,0.1708
30,10,0.5,0.9,0.1,0,0.5,5,15,0.3619,0.1503
10,40,0.5,0.9,0.1,0,0.5,5,45,0.3662,0.1724
30,40,0.5,0.9,0.1,0,0.5,5,45,0.3268,0.1541
10,10,0.1,0.9,0.5,0,0.5,5,15,0.3829,0.1849
30,10,0.1,0.9,0.5,0,0.5,5,15,0.3312,0.16
10,40,0.1,0.9,0.5,0,0.5,5,45,0.4276,0.1923
30,40,0.1,0.9,0.5,0,0.5,5,45,0.3472,0.1468
10,10,0.5,0.9,0.5,0,0.5,5,15,0.3957,0.1725
30,10,0.5,0.9,0.5,0,0.5,5,15,0.3399,0.1487
10,40,0.5,0.9,0.5,0,0.5,5,45,0.3814,0.1755
30,40,0.5,0.9,0.5,0,0.5,5,45,0.3346,0.1437
10,10,0.1,0.9,0.1,0.5,0.5,5,15,0.5063,0.2418
30,10,0.1,0.9,0.1,0.5,0.5,5,15,0.4266,0.2006
10,40,0.1,0.9,0.1,0.5,0.5,5,45,0.5277,0.2147
30,40,0.1,0.9,0.1,0.5,0.5,5,45,0.4668,0.2187
10,10,0.5,0.9,0.1,0.5,0.5,5,15,0.4242,0.1891
30,10,0.5,0.9,0.1,0.5,0.5,5,15,0.4238,0.1813
10,40,0.5,0.9,0.1,0.5,0.5,5,45,0.4364,0.2003
30,40,0.5,0.9,0.1,0.5,0.5,5,45,0.3806,0.1656
10,10,0.1,0.9,0.5,0.5,0.5,5,15,0.47,0.2147
30,10,0.1,0.9,0.5,0.5,0.5,5,15,0.4111,0.2051
10,40,0.1,0.9,0.5,0.5,0.5,5,45,0.4425,0.2087
30,40,0.1,0.9,0.5,0.5,0.5,5,45,0.4062,0.2073
10,10,0.5,0.9,0.5,0.5,0.5,5,15,0.4543,0.2277
30,10,0.5,0.9,0.5,0.5,0.5,5,15,0.3564,0.1534
10,40,0.5,0.9,0.5,0.5,0.5,5,45,0.3941,0.1926
30,40,0.5,0.9,0.5,0.5,0.5,5,45,0.3719,0.1654
10,10,0.1,0.9,0.1,0,0,20,30,0.3972,0.0807
30,10,0.1,0.9,0.1,0,0,20,30,0.3563,0.0884
10,40,0.1,0.9,0.1,0,0,20,60,0.4819,0.0993
30,40,0.1,0.9,0.1,0,0,20,60,0.3679,0.0863
10,10,0.5,0.9,0.1,0,0,20,30,0.4087,0.0942
30,10,0.5,0.9,0.1,0,0,20,30,0.331,0.0781
10,40,0.5,0.9,0.1,0,0,20,60,0.4388,0.081
30,40,0.5,0.9,0.1,0,0,20,60,0.3319,0.0812
10,10,0.1,0.9,0.5,0,0,20,30,0.3948,0.0864
30,10,0.1,0.9,0.5,0,0,20,30,0.3548,0.0773
10,40,0.1,0.9,0.5,0,0,20,60,0.421,0.0967
30,40,0.1,0.9,0.5,0,0,20,60,0.3502,0.0843
10,10,0.5,0.9,0.5,0,0,20,30,0.4166,0.0841
30,10,0.5,0.9,0.5,0,0,20,30,0.3322,0.0776
10,40,0.5,0.9,0.5,0,0,20,60,0.3995,0.0899
30,40,0.5,0.9,0.5,0,0,20,60,0.3452,0.0779
10,10,0.1,0.9,0.1,0.5,0,20,30,0.5919,0.1148
30,10,0.1,0.9,0.1,0.5,0,20,30,0.5106,0.1061
10,40,0.1,0.9,0.1,0.5,0,20,60,0.5635,0.1086
30,40,0.1,0.9,0.1,0.5,0,20,60,0.4369,0.1048
10,10,0.5,0.9,0.1,0.5,0,20,30,0.5243,0.1135
30,10,0.5,0.9,0.1,0.5,0,20,30,0.4406,0.1012
10,40,0.5,0.9,0.1,0.5,0,20,60,0.4628,0.1147
30,40,0.5,0.9,0.1,0.5,0,20,60,0.4067,0.0897
10,10,0.1,0.9,0.5,0.5,0,20,30,0.4877,0.0986
30,10,0.1,0.9,0.5,0.5,0,20,30,0.4646,0.0924
10,40,0.1,0.9,0.5,0.5,0,20,60,0.4752,0.1007
30,40,0.1,0.9,0.5,0.5,0,20,60,0.4091,0.0921
10,10,0.5,0.9,0.5,0.5,0,20,30,0.4435,0.0941
30,10,0.5,0.9,0.5,0.5,0,20,30,0.3982,0.0886
10,40,0.5,0.9,0.5,0.5,0,20,60,0.4659,0.1038
30,40,0.5,0.9,0.5,0.5,0,20,60,0.3849,0.0832
10,10,0.1,0.9,0.1,0,0.5,20,30,0.428,0.1008
30,10,0.1,0.9,0.1,0,0.5,20,30,0.3373,0.0772
10,40,0.1,0.9,0.1,0,0.5,20,60,0.4165,0.0825
30,40,0.1,0.9,0.1,0,0.5,20,60,0.3305,0.0779
10,10,0.5,0.9,0.1,0,0.5,20,30,0.3705,0.0865
30,10,0.5,0.9,0.1,0,0.5,20,30,0.3153,0.0712
10,40,0.5,0.9,0.1,0,0.5,20,60,0.3815,0.0817
30,40,0.5,0.9,0.1,0,0.5,20,60,0.3237,0.074
10,10,0.1,0.9,0.5,0,0.5,20,30,0.427,0.0937
30,10,0.1,0.9,0.5,0,0.5,20,30,0.3396,0.0783
10,40,0.1,0.9,0.5,0,0.5,20,60,0.3727,0.0849
30,40,0.1,0.9,0.5,0,0.5,20,60,0.3465,0.0809
10,10,0.5,0.9,0.5,0,0.5,20,30,0.381,0.0912
30,10,0.5,0.9,0.5,0,0.5,20,30,0.3525,0.0772
10,40,0.5,0.9,0.5,0,0.5,20,60,0.3728,0.1136
30,40,0.5,0.9,0.5,0,0.5,20,60,0.3179,0.0772
10,10,0.1,0.9,0.1,0.5,0.5,20,30,0.503,0.1159
30,10,0.1,0.9,0.1,0.5,0.5,20,30,0.4765,0.0867
10,40,0.1,0.9,0.1,0.5,0.5,20,60,0.5181,0.1156
30,40,0.1,0.9,0.1,0.5,0.5,20,60,0.5894,0.0906
10,10,0.5,0.9,0.1,0.5,0.5,20,30,0.4885,0.0961
30,10,0.5,0.9,0.1,0.5,0.5,20,30,0.421,0.1003
10,40,0.5,0.9,0.1,0.5,0.5,20,60,0.3951,0.1032
30,40,0.5,0.9,0.1,0.5,0.5,20,60,0.3648,0.0807
10,10,0.1,0.9,0.5,0.5,0.5,20,30,0.4941,0.131
30,10,0.1,0.9,0.5,0.5,0.5,20,30,0.4166,0.0937
10,40,0.1,0.9,0.5,0.5,0.5,20,60,0.5283,0.1122
30,40,0.1,0.9,0.5,0.5,0.5,20,60,0.4241,0.1005
10,10,0.5,0.9,0.5,0.5,0.5,20,30,0.4322,0.0889
30,10,0.5,0.9,0.5,0.5,0.5,20,30,0.363,0.0923
10,40,0.5,0.9,0.5,0.5,0.5,20,60,0.3987,0.0871
30,40,0.5,0.9,0.5,0.5,0.5,20,60,0.3907,0.0907
